Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Years until sold
100128,2010,6/2/2011,Rocky Hill,205 JASON DRIVE,155890,155000.0,1.005741935,Condo,Condo,1
100349,2010,9/13/2011,New London,12 MORGAN ST,98630,140000.0,0.7045,Single Family,Single Family,1
100581,2010,6/16/2011,Norwalk,25 COUCH ST,228060,232000.0,0.983017241,Two Family,Two Family,1
100080,2010,12/20/2010,Branford,21 SYBIL CREEK PL,427300,470000.0,0.909148936,Single Family,Single Family,0
100295,2010,9/19/2011,Windsor,12 MOORE DR,144480,60012.0,2.407518496,Single Family,Single Family,1
100203,2010,4/15/2011,Torrington,103 BERRY ST,98790,135000.0,0.731777778,Two Family,Two Family,1
100222,2010,12/15/2010,Stamford,61 RIVERSIDE AVENUE #13,241860,268000.0,0.902462687,Condo,Condo,0
100214,2010,5/20/2011,Branford,86 PINE ORCHARD RD,266400,340000.0,0.783529412,Single Family,Single Family,1
100814,2010,6/3/2011,Waterbury,80 WILLOW ST,495940,192192.0,2.580440393,Nan,Nan,1
10010,2010,10/12/2010,Southbury,181 HUNTERS RIDGE RD,454500,612500.0,0.742040816,Single Family,Single Family,0
100249,2010,2/4/2011,Middletown,50 SONOMA LA,235450,280000.0,0.840892857,Condo,Condo,1
10018,2010,11/3/2010,Monroe,145 JOCKEY HOLLOW RD,200550,38000.0,5.277631579,Single Family,Single Family,0
100199,2010,5/27/2011,Windsor,66 LEPAGE RD,104930,161000.0,0.65173913,Single Family,Single Family,1
100755,2010,9/8/2011,West Hartford,1538 ASYLUM AVENUE,493800,550000.0,0.897818182,Single Family,Single Family,1
100027,2010,12/10/2010,Coventry,1085 MAIN STREET,94500,140500.0,0.672597865,Single Family,Single Family,0
10117,2010,3/9/2011,Vernon,15-17 TALCOTT AVE,157100,195000.0,0.805641026,Three Family,Three Family,1
10216,2010,6/22/2011,Southbury,131 C HERITAGE VLG,83330,54000.0,1.543148148,Condo,Condo,1
100616,2010,9/28/2011,New Britain,218 WINTHROP ST,186620,120000.0,1.555166667,Three Family,Three Family,1
10086,2010,6/10/2011,Canton,31 WICKHAMS FANCY,166480,225000.0,0.739911111,Condo,Condo,1
100427,2010,8/9/2011,Enfield,ELM ST,2800,5000.0,0.56,Nan,Nan,1
100039,2010,10/19/2010,Stratford,50 PRIM ST,164430,225000.0,0.7308,Single Family,Single Family,0
100395,2010,3/30/2011,Norwalk,22 FAIR ST,266840,367000.0,0.727084469,Single Family,Single Family,1
100366,2010,4/20/2011,West Hartford,173 ABBOTSFORD AVENUE,141000,218000.0,0.646788991,Single Family,Single Family,1
100098,2010,3/23/2011,Plainville,15 SUMMER ST,102340,115000.0,0.889913043,Single Family,Single Family,1
100055,2010,11/4/2010,Shelton,125 LANE ST,530250,600000.0,0.88375,Single Family,Single Family,0
10033,2010,6/27/2011,Salem,390 FORSYTH ROAD,186600,253750.0,0.735369458,Single Family,Single Family,1
100766,2010,6/7/2011,Stamford,70 MINIVALE ROAD,378570,518650.0,0.7299142,Single Family,Single Family,1
100247,2010,9/20/2011,Waterford,119 OLD NORWICH RD,249860,361000.0,0.692132964,Single Family,Single Family,1
10056,2010,11/10/2010,Southington,RIVER CRST UNIT 46,23520,322750.0,0.072873741,Condo,Condo,0
100082,2010,11/22/2010,Stratford,161 VICTORY ST,137550,220000.0,0.625227273,Single Family,Single Family,0
100044,2010,11/23/2010,Simsbury,9 FAIRCHILD ROAD,131290,186000.0,0.705860215,Single Family,Single Family,0
100256,2010,1/19/2011,Norwalk,373 CHESTNUT HILL RD,751800,1175000.0,0.639829787,Single Family,Single Family,1
100131,2010,3/30/2011,Newtown,6 LIBERTY DRIVE,270440,380000.0,0.711684211,Single Family,Single Family,1
100129,2010,9/26/2011,Plymouth,30 SEYMOUR RD D-4,67380,80550.0,0.836499069,Condo,Condo,1
10002,2010,10/13/2010,Bethany,27 COACHMAN LANE,559550,735000.0,0.761292517,Single Family,Single Family,0
100648,2010,5/13/2011,Stamford,186 SAWMILL ROAD,513320,635000.0,0.808377953,Single Family,Single Family,1
10179,2010,5/20/2011,Southbury,23 C HERITAGE VLG,79390,69900.0,1.135765379,Condo,Condo,1
10045,2010,12/7/2010,Watertown,416 MOUNT FAIR DR,260900,365000.0,0.714794521,Single Family,Single Family,0
100009,2010,11/1/2010,New Fairfield,15 HILLTOP DR,108200,190000.0,0.569473684,Single Family,Single Family,0
100134,2010,2/24/2011,Naugatuck,23 CROFUT RD,182700,169900.0,1.075338434,Single Family,Single Family,1
10445,2010,6/9/2011,New Haven,77 CONCORD STREET,165130,205000.0,0.805512195,Single Family,Single Family,1
10344,2010,4/15/2011,Milford,369 HOUSATONIC DRIVE,289030,130000.0,2.223307692,Single Family,Single Family,1
100783,2010,6/15/2011,Stamford,26 DORA STREET,296840,251000.0,1.182629482,Single Family,Single Family,1
100062,2010,11/1/2010,Stratford,60 BUNNELL AVE,196980,260000.0,0.757615385,Single Family,Single Family,0
100234,2010,3/14/2011,Newington,57 MICHAEL LANE,140710,165000.0,0.852787879,Single Family,Single Family,1
10265,2010,6/30/2011,Groton,7 GRAVEL ST #1,0,975000.0,0.0,Condo,Condo,1
100414,2010,8/29/2011,Newington,56 SALEM DRIVE,224390,357000.0,0.628543417,Single Family,Single Family,1
100637,2010,7/21/2011,West Hartford,51 OLD STONE CROSSING,992100,1812500.0,0.547365517,Single Family,Single Family,1
100175,2010,6/24/2011,Vernon,1158-44 HARTFORD TPKE,77080,229900.0,0.335276207,Condo,Condo,1
100090,2010,7/1/2011,Thompson,431 THOMPSON RD,99200,84000.0,1.180952381,Single Family,Single Family,1
10094,2010,12/28/2010,Groton,922 SHENNECOSSETT,198940,250000.0,0.79576,Single Family,Single Family,0
100029,2010,12/6/2010,Weston,30 GLENWOOD ROAD,476100,815000.0,0.584171779,Single Family,Single Family,0
10047,2010,10/28/2010,New Haven,385 BLATCHLEY STREET,113470,30000.0,3.782333333,Single Family,Single Family,0
100021,2010,2/14/2011,Killingworth,4 RIVERVIEW ROAD,270160,310000.0,0.871483871,Single Family,Single Family,1
10367,2010,7/14/2011,Manchester,27 SAULTERS ROAD,126900,164000.0,0.773780488,Single Family,Single Family,1
100091,2010,1/24/2011,Trumbull,189 PALOMINO PASS,273000,380000.0,0.718421053,Condo,Condo,1
100151,2010,4/6/2011,Cheshire,40 SOUTHWICK CT # 310,123900,150000.0,0.826,Condo,Condo,1
100046,2010,4/27/2011,Middlebury,111 WATERTOWN ROAD,219300,265000.0,0.82754717,Single Family,Single Family,1
100090,2010,6/3/2011,Weston,14 SMITH FARM ROAD,361300,362000.0,0.998066298,Single Family,Single Family,1
100112,2010,6/30/2011,Griswold,261 RIXTOWN RD,171920,121000.0,1.420826446,Single Family,Single Family,1
100114,2010,12/8/2010,Bristol,576 TERRYVILLE AVE,137860,66666.0,2.067920679,Single Family,Single Family,0
100526,2010,5/23/2011,Norwalk,16 BROOKHILL LN,317240,438000.0,0.724292237,Single Family,Single Family,1
100045,2010,6/24/2011,Sherman,11 COOTE HILL RD,315100,475000.0,0.663368421,Single Family,Single Family,1
100142,2010,3/31/2011,Trumbull,801 WOODLAND HILLS DRIVE,254500,354900.0,0.717103409,Condo,Condo,1
100638,2010,9/9/2011,Stratford,170 STONYBROOK RD,103380,115900.0,0.891975841,Single Family,Single Family,1
100168,2010,7/11/2011,Watertown,129 GEORGETOWN DR,238700,390000.0,0.612051282,Single Family,Single Family,1
100291,2010,8/26/2011,Avon,4 TIMBER LANE,291230,300000.0,0.970766667,Single Family,Single Family,1
10615,2010,9/22/2011,Wethersfield,430 PROSPECT ST,168600,245000.0,0.688163265,Single Family,Single Family,1
100188,2010,12/6/2010,Stamford,25 FOREST STREET #8J,265800,260000.0,1.022307692,Condo,Condo,0
100156,2010,11/22/2010,Stamford,70 STRAWBERRY HILL AVE #6-2D,165960,190000.0,0.873473684,Condo,Condo,0
100083,2010,1/26/2011,Naugatuck,112 BLUEBIRD DR,153230,95000.0,1.612947368,Single Family,Single Family,1
10265,2010,7/15/2011,South Windsor,1705 MILL POND DR,135250,161500.0,0.8374613,Condo,Condo,1
10202,2010,3/8/2011,Hamden,321 BELDEN RD,115850,191500.0,0.604960836,Single Family,Single Family,1
10048,2010,11/3/2010,Southington,290 WEST PINES DR,71400,180000.0,0.396666667,Nan,Nan,0
101284,2010,8/2/2011,Bridgeport,328 WILLOW STREET,81850,40000.0,2.04625,Single Family,Single Family,1
100116,2010,2/8/2011,Trumbull,4874 MADISON AVE,258100,258500.0,0.998452611,Single Family,Single Family,1
100355,2010,1/26/2011,Stamford,180 TURN OF RIVER ROAD #12A,421450,570000.0,0.739385965,Condo,Condo,1
100128,2010,8/2/2011,New Fairfield,3 BUCK MOUNTAIN CT,178695,150000.0,1.1913,Nan,Nan,1
10208,2010,1/19/2011,New Haven,"24 WOODWARD AVENUE, U 35",89740,105750.0,0.848605201,Condo,Condo,1
100066,2010,5/3/2011,Thompson,16 WESTSIDE DR,96000,110000.0,0.872727273,Condo,Condo,1
10690,2010,3/10/2011,Bridgeport,1274 CAPITOL AVENUE,123930,170000.0,0.729,Single Family,Single Family,1
10036,2010,5/26/2011,Preston,6 MCCLIMON ROAD,227000,255650.0,0.887932721,Single Family,Single Family,1
10140,2010,6/30/2011,Plainfield,15 HARRINGTON DR,8190,10500.0,0.78,Single Family,Single Family,1
100134,2010,5/4/2011,Stonington,21 LORDS HILL RD,300400,450000.0,0.667555556,Single Family,Single Family,1
10043,2010,3/22/2011,East Haddam,3 SCHOOL DR,215000,267600.0,0.803437967,Single Family,Single Family,1
10453,2010,6/14/2011,New Haven,161 COLONY ROAD,243950,319000.0,0.764733542,Single Family,Single Family,1
10317,2010,3/31/2011,Milford,281 PLAINS ROAD,406760,510000.0,0.797568627,Single Family,Single Family,1
10058,2010,8/19/2011,Canterbury,DEPOT RD,1000,9000.0,0.111111111,Nan,Nan,1
100019,2010,11/4/2010,Plainville,10 GREAT PLAIN DR,207200,331138.0,0.625720998,Condo,Condo,0
100293,2010,8/2/2011,Trumbull,142 BEARDSLEY PARKWAY,320300,395000.0,0.810886076,Single Family,Single Family,1
100062,2010,6/13/2011,Redding,32 LONETOWN RD,449300,522500.0,0.859904306,Single Family,Single Family,1
10093,2010,6/27/2011,Windsor Locks,208 OAKRIDGE DRIVE,12300,204900.0,0.060029283,Nan,Nan,1
10629,2010,8/19/2011,Milford,749 EAST BROADWAY,722030,962500.0,0.750161039,Single Family,Single Family,1
10219,2010,2/1/2011,New Haven,1600 QUINNIPIAC AVENUE,144670,165000.0,0.876787879,Two Family,Two Family,1
100176,2010,8/1/2011,Old Saybrook,14 CONNALLY DR,223000,288000.0,0.774305556,Single Family,Single Family,1
100056,2010,12/2/2010,Branford,161 PEDDLARS DR,125100,169000.0,0.740236686,Condo,Condo,0
10063,2010,5/13/2011,East Haddam,101A MOTT LANE,185080,315000.0,0.587555556,Nan,Nan,1
100107,2010,2/18/2011,Newtown,20 NARRAGANSETT TRAIL,352520,400000.0,0.8813,Single Family,Single Family,1
100052,2010,7/11/2011,Thomaston,1017 HICKORY HILL RD,191670,246000.0,0.779146341,Single Family,Single Family,1
10126,2010,6/30/2011,Seymour,14 FALCON DR,297010,380000.0,0.781605263,Single Family,Single Family,1
100048,2010,2/28/2011,East Windsor,17 SKINNER RD,281750,326500.0,0.862940276,Single Family,Single Family,1
100068,2010,2/14/2011,Old Saybrook,367 MAIN ST UNIT G-38,343200,405000.0,0.847407407,Condo,Condo,1
100407,2010,9/2/2011,Shelton,816 LONG HILL AVE,211820,210000.0,1.008666667,Single Family,Single Family,1
100097,2010,11/8/2010,Danbury,5 ABBOTT ST #2,120700,155000.0,0.778709677,Condo,Condo,0
10082,2010,7/5/2011,Winchester,159 W WAKEFIELD BLVD,247610,280000.0,0.884321429,Single Family,Single Family,1
100229,2010,8/18/2011,East Haven,64 VAN HORN DR,132890,140000.0,0.949214286,Single Family,Single Family,1
100204,2010,2/28/2011,Newington,264 OLD FARM DRIVE,134990,219000.0,0.616392694,Single Family,Single Family,1
101217,2010,7/18/2011,Bridgeport,85 KENNEDY DRIVE UNIT 85,115350,120000.0,0.96125,Condo,Condo,1
101249,2010,9/28/2011,Waterbury,235 LINCOLN ST,137300,75000.0,1.830666667,Three Family,Three Family,1
100120,2010,11/4/2010,Waterbury,108 BENEFIT ST,84000,30000.0,2.8,Single Family,Single Family,0
100476,2010,3/15/2011,Stamford,27 NORTH STREET UNIT 6,105530,65000.0,1.623538462,Condo,Condo,1
100022,2010,11/16/2010,Old Saybrook,16 VISTA TERRACE,116800,112000.0,1.042857143,Nan,Nan,0
100304,2010,4/8/2011,New Britain,66 MILLER ST,157150,140000.0,1.1225,Three Family,Three Family,1
100193,2010,6/28/2011,Simsbury,12 COUNTRY CLUB DRIVE,316210,425000.0,0.744023529,Single Family,Single Family,1
100184,2010,7/22/2011,Watertown,523 HINMAN RD,212600,272500.0,0.780183486,Single Family,Single Family,1
10144,2010,3/24/2011,South Windsor,73 ROSEMARY LANE,309200,391000.0,0.790792839,Single Family,Single Family,1
10198,2010,1/13/2011,Hartford,129 WESTON ST,335230,512500.0,0.654107317,Nan,Nan,1
100012,2010,11/10/2010,Redding,138 REDDING RD,264300,350000.0,0.755142857,Single Family,Single Family,0
100098,2010,3/8/2011,Stonington,316 GREENHAVEN RD,179400,150000.0,1.196,Single Family,Single Family,1
100001,2010,11/3/2010,North Canaan,ROUTE 7 SOUTH,13170,125500.0,0.104940239,Nan,Nan,0
100572,2010,3/25/2011,Waterbury,56 JOHN ST,79480,9000.0,8.831111111,Two Family,Two Family,1
100012,2010,10/7/2010,Shelton,34 HUNTINGTON HEIGHTS,156870,194000.0,0.808608247,Single Family,Single Family,0
100121,2010,12/7/2010,Stratford,35 NEWTOWN AVE,163380,235000.0,0.695234043,Single Family,Single Family,0
10026,2010,10/14/2010,Ridgefield,66 GROVE ST  UNIT B-14,507540,620000.0,0.818612903,Condo,Condo,0
100251,2010,4/25/2011,Newington,267 ROBBINS AVENUE,145980,180000.0,0.811,Single Family,Single Family,1
10187,2010,2/14/2011,Glastonbury,215 GLASTONBURY BLVD,16522000,24300000.0,0.679917695,Nan,Nan,1
10542,2010,1/31/2011,Bridgeport,47 FAIRVIEW AVENUE,131070,105000.0,1.248285714,Single Family,Single Family,1
100532,2010,8/9/2011,New Britain,97 STEWART ST,103530,128000.0,0.808828125,Single Family,Single Family,1
10706,2010,9/23/2011,Milford,1556 NEW HAVEN AVENUE,186800,191000.0,0.978010471,Nan,Nan,1
100178,2010,8/1/2011,Cromwell,137 SALEM DRIVE,121780,158500.0,0.768328076,Condo,Condo,1
100125,2010,7/7/2011,Suffield,816 MATHER ST,152180,230000.0,0.661652174,Single Family,Single Family,1
10420,2010,9/1/2011,Manchester,194 MAPLE STREET,161500,120000.0,1.345833333,Two Family,Two Family,1
100766,2010,5/23/2011,Waterbury,14 ALYCE TERRACE,191660,200000.0,0.9583,Single Family,Single Family,1
10159,2010,12/22/2010,Milford,1120 NEW HAVEN AVE U 128,95960,105000.0,0.913904762,Condo,Condo,0
100451,2010,5/31/2011,West Hartford,7 PROSPECT AVE,155700,120500.0,1.292116183,Three Family,Three Family,1
10080,2010,12/20/2010,South Windsor,248 SKYLINE DR,177600,260000.0,0.683076923,Single Family,Single Family,0
10527,2010,7/18/2011,New Haven,13 MELROSE DRIVE,129290,235000.0,0.550170213,Single Family,Single Family,1
100051,2010,3/8/2011,Thompson,282 COUNTY HOME RD,329230,290000.0,1.135275862,Single Family,Single Family,1
100059,2010,8/31/2011,Columbia,51 PINE ST,176100,255000.0,0.690588235,Single Family,Single Family,1
10047,2010,6/1/2011,New Hartford,80 COTTAGE STREET,140840,198000.0,0.711313131,Single Family,Single Family,1
100785,2010,9/26/2011,West Hartford,17 HIGH GATE LANE,280700,384000.0,0.730989583,Single Family,Single Family,1
10029,2010,8/9/2011,Bethlehem,424  MUNGER LN,182900,370000.0,0.494324324,Single Family,Single Family,1
10315,2010,6/24/2011,Southington,26 GARDEN DR,0,168785.0,0.0,Single Family,Single Family,1
10814,2010,4/14/2011,Bridgeport,142-144 LINEN AVENUE,163330,24209.0,6.746664464,Three Family,Three Family,1
100452,2010,3/3/2011,Stamford,243 GLENBROOK ROAD,317900,128000.0,2.48359375,Single Family,Single Family,1
100870,2010,6/16/2011,Waterbury,106 OLDHAM AVE,100740,108000.0,0.932777778,Single Family,Single Family,1
10065,2010,9/15/2011,Canterbury,148 KINNE RD,258500,290000.0,0.89137931,Single Family,Single Family,1
10482,2010,6/27/2011,New Haven,40 LINCOLN STREET,406770,835000.0,0.487149701,Single Family,Single Family,1
10534,2010,1/31/2011,Bridgeport,36-38 POPLAR STREET,244820,55000.0,4.451272727,Two Family,Two Family,1
10155,2010,5/27/2011,Darien,22 TIMBER LANE,1307740,1571375.0,0.832226553,Single Family,Single Family,1
100177,2010,3/11/2011,Norwich,134 PROSPECT ST,135000,60000.0,2.25,Two Family,Two Family,1
100227,2010,12/6/2010,Waterbury,20 TAFT ST,152750,170000.0,0.898529412,Single Family,Single Family,0
100176,2010,1/6/2011,Newington,304 WEST HILL ROAD,141880,175000.0,0.810742857,Single Family,Single Family,1
10617,2010,9/22/2011,Wethersfield,740 PROSPECT ST,247600,325000.0,0.761846154,Single Family,Single Family,1
10431,2010,7/15/2011,Orange,DERBY MILFORD RD,26700,5000.0,5.34,Nan,Nan,1
100147,2010,3/18/2011,Windsor,7 KARI COURT,140350,212500.0,0.660470588,Condo,Condo,1
10115,2010,6/8/2011,Monroe,219 CHURCH ST,278950,400000.0,0.697375,Single Family,Single Family,1
100435,2010,8/18/2011,Enfield,16 WYNWOOD DR,116550,138000.0,0.844565217,Condo,Condo,1
100043,2010,10/13/2010,Stamford,67 FINNEY LANE,409870,262500.0,1.561409524,Two Family,Two Family,0
100108,2010,10/15/2010,Newington,27 OLD FARM DRIVE,164620,233000.0,0.706523605,Single Family,Single Family,0
100172,2010,1/3/2011,Newington,312 FOXBORO DRIVE,158270,190000.0,0.833,Condo,Condo,1
100009,2010,1/5/2011,Kent,80 NORTH MAIN ST UNIT 5A4,161800,125000.0,1.2944,Condo,Condo,1
100103,2010,11/30/2010,New Britain,302 ALLEN ST,136640,91900.0,1.486833515,Three Family,Three Family,0
100247,2010,6/16/2011,Branford,25 JEFFERSON WOODS,92700,100000.0,0.927,Condo,Condo,1
101096,2010,6/22/2011,Bridgeport,3006 MADISON AVENUE UNIT E,85360,29000.0,2.943448276,Condo,Condo,1
100130,2010,11/12/2010,Stamford,26 EASTHILL ROAD,727850,625000.0,1.16456,Single Family,Single Family,0
100425,2010,2/9/2011,Waterbury,232 WESLEY ST,151200,187000.0,0.80855615,Condo,Condo,1
100698,2010,8/15/2011,West Hartford,67 ARNOLDALE RD,240700,360000.0,0.668611111,Single Family,Single Family,1
100003,2010,10/26/2010,Woodbury,71 MILL RD,223210,262500.0,0.85032381,Single Family,Single Family,0
100047,2010,9/8/2011,Middlefield,REEDS GAP RD,92000,165000.0,0.557575758,Nan,Nan,1
100098,2010,11/23/2010,Stratford,49 VAN ST,185010,235000.0,0.787276596,Single Family,Single Family,0
100719,2010,5/9/2011,Waterbury,189 CITIZENS AVE,116370,112500.0,1.0344,Single Family,Single Family,1
100307,2010,8/8/2011,Trumbull,31 ELLIOTT ROAD,247000,227000.0,1.088105727,Single Family,Single Family,1
100360,2010,11/10/2010,Wethersfield,149 VALLEY CREST DR,193600,315000.0,0.614603175,Single Family,Single Family,0
100203,2010,6/17/2011,Killingly,191 LAUREL POINT RD,192080,360000.0,0.533555556,Single Family,Single Family,1
100243,2010,9/9/2011,Guilford,11 EAST GATE RD,341220,446500.0,0.764210526,Single Family,Single Family,1
100508,2010,5/16/2011,Norwalk,49 DAY ST 311,111090,110000.0,1.009909091,Condo,Condo,1
100023,2010,12/2/2010,Woodbury,118 MIDDLE RD TPKE,307090,300000.0,1.023633333,Single Family,Single Family,0
100100,2010,9/13/2011,Woodstock,32 MEADOWSIDE COOP,0,10500.0,0.0,Single Family,Single Family,1
100171,2010,7/11/2011,Bethel,22 APPLETREE ROAD,336530,425000.0,0.791835294,Single Family,Single Family,1
100023,2010,11/17/2010,Mansfield,93 CONANTVILLE RD,212800,335000.0,0.635223881,Single Family,Single Family,0
100053,2010,8/15/2011,Ashford,55 HNATH RD,220500,290000.0,0.760344828,Single Family,Single Family,1
100221,2010,7/28/2011,New London,25 GARDINER CIRCLE,203700,246000.0,0.82804878,Single Family,Single Family,1
100169,2010,12/21/2010,West Hartford,45 CASTLEWOOD ROAD,263700,431500.0,0.611123986,Single Family,Single Family,0
100039,2010,1/31/2011,Old Lyme,16 BINNEY RD,329800,370000.0,0.891351351,Single Family,Single Family,1
100111,2010,11/17/2010,Norwalk,275 ROWAYTON AVE,390880,465000.0,0.840602151,Single Family,Single Family,0
100043,2010,5/2/2011,Somers,31 BROADWAY RD,152900,100000.0,1.529,Single Family,Single Family,1
100062,2010,4/21/2011,Portland,4 HALL HILL RD,217210,150000.0,1.448066667,Single Family,Single Family,1
100015,2010,1/20/2011,Sterling,1111 PLAINFIELD PIKE,117120,20000.0,5.856,Two Family,Two Family,1
100237,2010,9/1/2011,Vernon,11 SHADY BROOK LN,190160,229000.0,0.830393013,Condo,Condo,1
100019,2010,11/1/2010,New Canaan,34 RICHMOND HILL RD #2,1117620,1645000.0,0.679404255,Condo,Condo,0
100002,2010,10/1/2010,Stamford,36 LAUREL LEDGE COURT,588500,700000.0,0.840714286,Single Family,Single Family,0
100041,2010,12/1/2010,East Lyme,11 KING ARTHUR DRIVE # 3-B,108850,120000.0,0.907083333,Condo,Condo,0
100287,2010,5/31/2011,Norwich,90 PECK ST,108000,97500.0,1.107692308,Single Family,Single Family,1
100177,2010,5/10/2011,Cheshire,70 RIDGEVIEW PLACE,328800,513000.0,0.640935673,Single Family,Single Family,1
100019,2010,5/6/2011,Roxbury,104 WELLERS BRIDGE RD,299550,392000.0,0.764158163,Single Family,Single Family,1
100074,2010,1/25/2011,East Lyme,27 MAPLEWOOD DR,195230,290000.0,0.673206897,Single Family,Single Family,1
10123,2010,3/24/2011,Southbury,437 B HERITAGE VLG,92300,88500.0,1.042937853,Condo,Condo,1
10522,2010,7/5/2011,Milford,53 MUNSON STREET,62440,372000.0,0.167849462,Nan,Nan,1
100058,2010,7/25/2011,Washington,33 SCOFIELD HILL ROAD,447010,575000.0,0.777408696,Single Family,Single Family,1
100139,2010,1/28/2011,Norwich,14 ARNOLD ST,143000,69900.0,2.045779685,Two Family,Two Family,1
100043,2010,10/27/2010,Shelton,2 BUDDINGTON PARK,391790,411000.0,0.953260341,Condo,Condo,0
100674,2010,8/1/2011,West Hartford,133 KIRKWOOD RD,230800,426000.0,0.541784038,Single Family,Single Family,1
100118,2010,4/27/2011,Plainville,15 MERILINE AVE,112700,189900.0,0.593470247,Single Family,Single Family,1
10007,2010,11/8/2010,Salem,692 HARTFORD ROAD,174400,200000.0,0.872,Single Family,Single Family,0
100044,2010,11/19/2010,Windsor,60 TAMARACK DR,143500,220000.0,0.652272727,Single Family,Single Family,0
100133,2010,3/1/2011,Windsor,5 BROADLEAF CIR,150710,175000.0,0.8612,Single Family,Single Family,1
100398,2010,8/30/2011,Shelton,499 ELK RUN,336000,366000.0,0.918032787,Condo,Condo,1
10074,2010,7/8/2011,Essex,7 TURNSTONE ROAD,491000,785000.0,0.625477707,Single Family,Single Family,1
10162,2010,8/18/2011,Monroe,14 JOCKEY HOLLOW RD,287910,430000.0,0.66955814,Single Family,Single Family,1
100860,2010,9/28/2011,Norwalk,1 HORIZON DR 9,192990,190000.0,1.015736842,Condo,Condo,1
100194,2010,12/14/2010,Norwalk,5 MELROSE AVE,233450,9500.0,24.57368421,Single Family,Single Family,0
100158,2010,6/28/2011,Watertown,29 NORWAY ST,174100,245000.0,0.710612245,Single Family,Single Family,1
10076,2010,1/20/2011,North Haven,123 FOREST HILL ROAD,183540,245000.0,0.749142857,Single Family,Single Family,1
10386,2010,7/18/2011,Glastonbury,57 TALL TIMBERS RD,255100,390624.0,0.653057672,Single Family,Single Family,1
100217,2010,8/18/2011,Waterford,20 THIRD AVE,195630,225000.0,0.869466667,Single Family,Single Family,1
100036,2010,12/22/2010,Portland,JOELLE DR 038/14-27,67760,100000.0,0.6776,Nan,Nan,0
100183,2010,5/23/2011,Killingly,929 PROVIDENCE PIKE,123410,180000.0,0.685611111,Single Family,Single Family,1
100139,2010,2/18/2011,Torrington,291 MAIN ST,100670,58000.0,1.735689655,Single Family,Single Family,1
100132,2010,9/23/2011,Weston,10 WILSON ROAD,408400,455000.0,0.897582418,Single Family,Single Family,1
10514,2010,6/30/2011,Milford,30 LOWELL TERRACE,295690,350000.0,0.844828571,Single Family,Single Family,1
101170,2010,9/7/2011,Waterbury,309 EDGEWOOD AVE,84900,52900.0,1.604914934,Single Family,Single Family,1
100389,2010,8/16/2011,Norwich,1 WOODMANSEE AVE,131000,130000.0,1.007692308,Single Family,Single Family,1
100002,2010,10/1/2010,Woodbridge,94 PECK HILL ROAD,232680,342000.0,0.680350877,Single Family,Single Family,0
10023,2010,11/12/2010,Brookfield,50 SOUTH LAKE SHORE DR,917090,1450000.0,0.632475862,Single Family,Single Family,0
10074,2010,5/26/2011,East Haddam,2 ORCHARD RD,169330,264000.0,0.641401515,Single Family,Single Family,1
10019,2010,10/25/2010,Madison,90 LIBERTY STREET,1579500,1700000.0,0.929117647,Single Family,Single Family,0
10023,2010,10/29/2010,Southbury,552 A HERITAGE VLG,159730,139900.0,1.141744103,Condo,Condo,0
100375,2010,8/10/2011,Shelton,130 KYLES WAY,0,362325.0,0.0,Condo,Condo,1
100181,2010,1/14/2011,Newington,65 CROWN RIDGE,162680,228900.0,0.710703364,Condo,Condo,1
100266,2010,12/28/2010,Stamford,54 WEST NORTH STREET,10584710,48000.0,220.5147917,Nan,Nan,0
100167,2010,4/28/2011,Killingly,93 FURNACE ST,113050,70000.0,1.615,Single Family,Single Family,1
100061,2010,6/27/2011,Somers,29 HERON DR,228200,346000.0,0.659537572,Single Family,Single Family,1
100234,2010,1/31/2011,West Hartford,849 FARMINGTON AVENUE,198100,152000.0,1.303289474,Two Family,Two Family,1
100320,2010,6/8/2011,East Hartford,39 TIMBER TRAIL,167850,140000.0,1.198928571,Single Family,Single Family,1
100159,2010,6/13/2011,Waterford,310 BOSTON POST RD #125,100450,132000.0,0.760984848,Condo,Condo,1
10035,2010,8/15/2011,Salem,599 OLD COLCHESTER ROAD,123500,175000.0,0.705714286,Single Family,Single Family,1
100353,2010,7/15/2011,Norwich,134 PROSPECT ST,135000,136000.0,0.992647059,Two Family,Two Family,1
100167,2010,3/3/2011,Shelton,7 CONGRESS AVE,126420,92000.0,1.374130435,Single Family,Single Family,1
100074,2010,12/30/2010,Vernon,201-9B REGAN RD,49600,75900.0,0.653491436,Condo,Condo,0
101376,2010,8/25/2011,Bridgeport,APT N 369 BLDG 49,3449400,10000.0,344.94,Nan,Nan,1
100120,2010,1/7/2011,East Hartford,20 ARAWAK DRIVE,26000,26900.0,0.966542751,Single Family,Single Family,1
100649,2010,7/27/2011,West Hartford,1 FARM HILL RD,304800,420000.0,0.725714286,Single Family,Single Family,1
100117,2010,2/7/2011,Trumbull,38 KINGSTON RD,264400,100000.0,2.644,Single Family,Single Family,1
100104,2010,3/23/2011,Stonington,22 COLLINS RD,697900,374850.0,1.861811391,Single Family,Single Family,1
100381,2010,9/23/2011,Torrington,4 SUMMER ST,117020,85888.0,1.362472057,Single Family,Single Family,1
10546,2010,6/20/2011,Wethersfield,26 ROCKLAND ST,166400,230000.0,0.723478261,Single Family,Single Family,1
